"","Player","Team","Position","GP","TOI","Goals","Total Assists","First Assists","Second Assists","Total Points","IPP","Shots","SH%","ixG","iCF","iFF","iSCF","iHDCF","Rush Attempts","Rebounds Created","PIM","Total Penalties","Minor","Major","Misconduct","Penalties Drawn","Giveaways","Takeaways","Hits","Hits Taken","Shots Blocked","Faceoffs Won","Faceoffs Lost","Faceoffs %"
"229","Carl Grundstrom","L.A","R","5","27.6","0","0","0","0","0","-","3","0.00","0.11","4","4","1","0","0","0","0","0","0","0","0","0","1","0","9","4","1","0","0","-"
"232","Beck Malenstyn","WSH","L","4","34.666666666667","0","0","0","0","0","-","2","0.00","0.12","5","3","1","1","0","0","2","1","1","0","0","2","0","0","12","8","7","1","0","100.00"
"234","Andrew Peeke","BOS","D","6","75.633333333333","0","0","0","0","0","-","1","0.00","0.02","7","3","0","0","0","0","2","1","1","0","0","0","0","0","5","17","6","0","0","-"
"235","Dante Fabbro","NSH","D","3","39.216666666667","0","0","0","0","0","0.00","1","0.00","0.16","5","5","0","0","0","0","0","0","0","0","0","0","1","0","0","8","4","0","0","-"
"237","Noah Gregor","TOR","C","2","16.15","0","0","0","0","0","-","1","0.00","0.18","5","5","1","1","0","0","0","0","0","0","0","0","2","0","7","3","1","0","0","-"
"240","Mikhail Sergachev","T.B","D","2","27.85","0","0","0","0","0","-","2","0.00","0.12","6","5","1","0","1","1","0","0","0","0","0","0","2","0","1","7","3","0","0","-"
"244","Axel Jonsson-Fjallby","WPG","L","1","6.75","0","0","0","0","0","-","0","-","0.02","2","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","-"
"247","Michael Eyssimont","T.B","C","5","58.316666666667","0","0","0","0","0","-","11","0.00","0.73","19","15","7","3","3","1","2","1","1","0","0","0","1","0","16","17","0","0","2","0.00"
"251","Nicolas Hague","VGK","D","1","14.016666666667","0","0","0","0","0","-","1","0.00","0.02","3","1","1","0","0","1","0","0","0","0","0","0","0","0","4","4","0","0","0","-"
"259","Max Comtois","CAR","L","1","6.3166666666667","0","0","0","0","0","-","0","-","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","-"
"263","Dylan Samberg","WPG","D","5","65.266666666667","0","0","0","0","0","0.00","3","0.00","0.06","6","3","1","0","0","1","0","0","0","0","0","0","2","0","8","13","9","0","0","-"
"265","Filip Chytil","NYR","C","6","72.083333333333","0","0","0","0","0","-","8","0.00","0.66","21","14","12","6","2","0","2","1","1","0","0","1","1","0","8","11","5","2","4","33.33"
"270","Nick Perbix","T.B","D","2","34.516666666667","0","0","0","0","0","0.00","4","0.00","0.13","9","5","2","0","0","0","2","1","1","0","0","0","0","0","7","8","3","0","0","-"
"271","Sean Walker","COL","D","11","180.83333333333","0","0","0","0","0","0.00","15","0.00","0.86","40","22","7","1","0","5","6","3","3","0","0","1","8","4","22","33","15","0","0","-"
"273","Zach Whitecloud","VGK","D","6","86.4","0","0","0","0","0","0.00","3","0.00","0.14","14","7","2","0","0","1","2","1","1","0","0","1","1","2","8","20","5","0","0","-"
"274","Kiefer Sherwood","NSH","L","6","68.05","0","0","0","0","0","-","1","0.00","0.25","11","9","5","1","0","0","0","0","0","0","0","0","1","3","33","4","3","2","1","66.67"
"285","Noah Dobson","NYI","D","5","107.31666666667","0","0","0","0","0","0.00","5","0.00","0.51","16","11","5","2","1","1","4","2","2","0","0","0","4","1","4","16","7","0","0","-"
"286","Rasmus Sandin","WSH","D","1","19.283333333333","0","0","0","0","0","-","0","-","0.01","4","1","0","0","0","2","2","1","1","0","0","0","2","0","4","3","2","0","0","-"
"288","Jakub Lauko","BOS","C","5","44.716666666667","0","0","0","0","0","-","7","0.00","0.33","10","10","3","2","1","0","2","1","1","0","0","2","0","0","17","5","1","1","1","50.00"
"291","Pontus Holmberg","TOR","R","7","68.116666666667","0","0","0","0","0","-","6","0.00","0.88","8","6","5","3","2","2","2","1","1","0","0","1","4","1","13","19","1","13","11","54.17"
"293","Ruslan Iskhakov","NYI","C","1","5.9666666666667","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","-"
"295","Linus Karlsson","VAN","C","2","19.2","0","0","0","0","0","-","0","-","0.28","4","2","2","2","0","0","2","1","1","0","0","1","0","2","1","2","0","0","0","-"
"296","Nikolai Kovalenko","COL","R","2","13.6","0","0","0","0","0","-","1","0.00","0.03","2","1","1","0","0","0","0","0","0","0","0","0","1","0","5","1","0","1","0","100.00"
"297","Spencer Stastney","NSH","D","3","27.433333333333","0","0","0","0","0","0.00","1","0.00","0.29","5","2","3","1","1","1","0","0","0","0","0","1","1","0","0","5","1","0","0","-"
"298","Simon Benoit","TOR","D","7","108.05","0","0","0","0","0","0.00","6","0.00","0.16","15","8","3","0","0","0","4","2","2","0","0","1","4","0","32","30","8","0","0","-"
"306","Nicholas Robertson","TOR","L","6","49.266666666667","0","0","0","0","0","-","9","0.00","0.76","14","10","8","3","0","1","0","0","0","0","0","0","0","0","6","7","1","0","1","0.00"
"308","Simon Holmstrom","NYI","R","3","33","0","0","0","0","0","0.00","1","0.00","0.07","3","2","1","0","0","0","0","0","0","0","0","0","0","1","0","3","1","1","5","16.67"
"309","Pavel Dorofeyev","VGK","L","1","7.1","0","0","0","0","0","-","0","-","0.03","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0.00"
"311","Vasily Podkolzin","VAN","R","2","16.966666666667","0","0","0","0","0","0.00","2","0.00","0.25","4","3","1","1","0","0","10","1","0","0","1","0","0","1","6","2","1","0","0","-"
"312","Ilya Mikheyev","VAN","R","11","121.06666666667","0","0","0","0","0","0.00","11","0.00","1.64","26","21","18","7","0","2","0","0","0","0","0","0","2","0","9","14","3","2","2","50.00"
"315","Juuso Parssinen","NSH","C","1","15.183333333333","0","0","0","0","0","-","1","0.00","0.15","2","1","1","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","-"
"316","Maxwell Crozier","T.B","D","3","41.883333333333","0","0","0","0","0","-","4","0.00","0.23","10","7","4","0","0","0","2","1","1","0","0","0","1","0","5","12","2","0","0","-"
"317","Cole Smith","NSH","L","5","54.533333333333","0","0","0","0","0","-","4","0.00","0.15","8","5","3","0","1","1","0","0","0","0","0","0","0","0","12","10","0","0","0","-"
"318","Mitchell Chaffee","T.B","R","5","58.733333333333","0","0","0","0","0","0.00","4","0.00","0.51","8","8","5","2","2","0","2","1","1","0","0","0","2","0","23","10","3","0","0","-"
"325","Mavrik Bourque","DAL","C","1","7.9333333333333","0","0","0","0","0","-","2","0.00","0.08","3","3","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","-"
"328","Cole Perfetti","WPG","C","1","10.933333333333","0","0","0","0","0","-","3","0.00","0.18","3","3","0","0","0","0","0","0","0","0","0","0","2","0","3","0","0","0","1","0.00"
"332","Nils Aman","VAN","C","5","39.733333333333","0","0","0","0","0","0.00","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","7","2","6","7","46.15"
"337","Vincent Iorio","WSH","D","1","1.8333333333333","0","0","0","0","0","-","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-"
"338","Emil Lilleberg","T.B","D","5","76.716666666667","0","0","0","0","0","0.00","5","0.00","0.32","13","12","3","0","0","2","2","1","1","0","0","1","2","2","13","21","3","0","0","-"
"339","Ivan Miroshnichenko","WSH","L","1","9.5166666666667","0","0","0","0","0","-","2","0.00","0.21","2","2","1","1","0","2","0","0","0","0","0","0","1","1","3","2","0","0","0","-"
