"","Player","Team","Position","GP","TOI","CF","CA","CF%","FF","FA","FF%","SF","SA","SF%","GF","GA","GF%","xGF","xGA","xGF%","SCF","SCA","SCF%","HDCF","HDCA","HDCF%","HDGF","HDGA","HDGF%","MDCF","MDCA","MDCF%","MDGF","MDGA","MDGF%","LDCF","LDCA","LDCF%","LDGF","LDGA","LDGF%","On-Ice SH%","On-Ice SV%","PDO","Off. Zone Starts","Neu. Zone Starts","Def. Zone Starts","On The Fly Starts","Off. Zone Start %","Off. Zone Faceoffs","Neu. Zone Faceoffs","Def. Zone Faceoffs","Off. Zone Faceoff %"
"368","Marcus Pettersson","PIT","D","82","1845.8","1823","2033","47.28","1327","1477","47.33","935","970","49.08","100","94","51.55","92.16","100.25","47.90","867","972","47.15","361","378","48.85","49","57","46.23","506","594","46.00","30","20","60.00","1046","1313","44.34","16","17","48.48","10.70","90.31","1.010","201","361","383","1177","34.42","527","604","846","38.38"
"16","Marc Staal","PHI","D","35","483.41666666667","472","527","47.25","359","356","50.21","253","252","50.10","20","26","43.48","23.27","24.62","48.59","216","224","49.09","90","98","47.87","7","18","28.00","126","126","50.00","8","3","72.73","261","330","44.16","5","5","50.00","7.91","89.68","0.976","48","99","77","493","38.40","125","163","161","43.71"
"484","Matt Roy","L.A","D","81","1692.4833333333","1659","1852","47.25","1237","1283","49.09","869","875","49.83","79","80","49.69","80.18","90.19","47.06","712","843","45.79","291","300","49.24","49","35","58.33","421","543","43.67","20","28","41.67","1004","1182","45.93","7","16","30.43","9.09","90.86","0.999","158","287","335","1128","32.05","442","476","667","39.86"
"473","Alexandre Carrier","NSH","D","73","1372.4166666667","1226","1369","47.24","909","978","48.17","631","698","47.48","61","71","46.21","59.28","71.03","45.49","561","666","45.72","229","263","46.54","31","37","45.59","332","403","45.17","17","21","44.74","690","906","43.23","8","13","38.10","9.67","89.83","0.995","103","270","259","1146","28.45","279","436","554","33.49"
"950","Kevin Korchinski","CHI","D","76","1490.85","1375","1538","47.20","964","1124","46.17","683","791","46.34","47","77","37.90","63.69","74.91","45.95","641","760","45.75","274","331","45.29","33","45","42.31","367","429","46.11","7","18","28.00","870","812","51.72","7","12","36.84","6.88","90.27","0.971","199","243","120","1200","62.38","523","367","293","64.09"
"333","Dakota Mermis","MIN","D","47","662.1","596","667","47.19","429","473","47.56","278","326","46.03","21","36","36.84","24.51","30.9","44.23","270","315","46.15","105","131","44.49","6","20","23.08","165","184","47.28","10","10","50.00","346","377","47.86","5","6","45.45","7.55","88.96","0.965","48","102","64","630","42.86","152","160","151","50.17"
"427","Oliver Kylington","CGY","D","33","569.18333333333","578","647","47.18","410","460","47.13","273","319","46.11","22","32","40.74","25.49","28.68","47.05","277","288","49.03","103","118","46.61","11","13","45.83","174","170","50.58","7","12","36.84","340","367","48.09","4","7","36.36","8.06","89.97","0.980","74","108","63","578","54.01","185","161","143","56.40"
"682","K'Andre Miller","NYR","D","80","1725","1628","1835","47.01","1167","1304","47.23","810","892","47.59","82","91","47.40","79.93","84.65","48.57","767","840","47.73","311","345","47.41","40","45","47.06","456","495","47.95","21","31","40.38","898","1101","44.92","17","15","53.13","10.12","89.80","0.999","187","408","256","1182","42.21","460","578","589","43.85"
"561","Vincent Desharnais","EDM","D","78","1226.7833333333","1014","1145","46.97","715","798","47.26","508","558","47.65","33","52","38.82","49.34","54.5","47.52","471","563","45.55","223","206","51.98","23","23","50.00","248","357","40.99","3","17","15.00","578","682","45.87","7","12","36.84","6.50","90.68","0.972","140","251","252","890","35.71","312","362","440","41.49"
"887","Artem Zub","OTT","D","69","1450.25","1337","1511","46.95","980","1081","47.55","687","756","47.61","64","88","42.11","64.79","75.45","46.20","568","728","43.83","239","281","45.96","41","37","52.56","329","447","42.40","15","29","34.09","775","942","45.14","5","22","18.52","9.32","88.36","0.977","147","309","304","1029","32.59","375","477","598","38.54"
"91","Calvin de Haan","T.B","D","59","980.9","853","965","46.92","581","661","46.78","395","469","45.72","34","56","37.78","41.44","47.2","46.75","431","442","49.37","172","183","48.45","22","25","46.81","259","259","50.00","8","20","28.57","407","568","41.74","3","10","23.08","8.61","88.06","0.967","68","209","145","850","31.92","164","308","300","35.34"
"424","A.J. Greer","CGY","L","59","521.06666666667","473","535","46.92","328","362","47.54","217","261","45.40","16","24","40.00","20.41","22.16","47.94","202","233","46.44","82","87","48.52","8","12","40.00","120","146","45.11","2","6","25.00","270","308","46.71","6","6","50.00","7.37","90.80","0.982","56","94","50","533","52.83","90","123","118","43.27"
"512","Sam Steel","DAL","C","77","1019.6166666667","879","995","46.91","641","710","47.45","430","485","46.99","35","48","42.17","37.62","45.64","45.18","379","443","46.11","150","180","45.45","12","22","35.29","229","263","46.54","17","18","48.57","483","620","43.79","5","8","38.46","8.14","90.10","0.982","92","212","175","857","34.46","178","303","341","34.30"
"795","Philip Broberg","EDM","D","12","139.41666666667","114","129","46.91","89","100","47.09","65","73","47.10","6","10","37.50","6.98","6.2","52.95","64","62","50.79","34","27","55.74","4","6","40.00","30","35","46.15","2","3","40.00","69","92","42.86","0","1","0.00","9.23","86.30","0.955","14","35","34","108","29.17","43","51","64","40.19"
"602","Klim Kostin","S.J","C","19","279.88333333333","265","300","46.90","184","219","45.66","118","150","44.03","12","20","37.50","12.21","16.48","42.55","127","140","47.57","39","64","37.86","5","12","29.41","88","76","53.66","6","4","60.00","167","163","50.61","1","3","25.00","10.17","86.67","0.968","39","65","32","219","54.93","102","81","83","55.14"
"3","Zach Parise","COL","L","30","389.01666666667","381","432","46.86","261","308","45.87","203","216","48.45","13","23","36.11","17.63","21.56","44.98","180","186","49.18","87","85","50.58","8","15","34.78","93","101","47.94","1","3","25.00","207","271","43.31","4","4","50.00","6.40","89.35","0.958","60","79","74","355","44.78","97","109","139","41.10"
"844","Tyler Kleven","OTT","D","9","113.85","104","118","46.85","76","77","49.67","52","62","45.61","4","7","36.36","4.95","6.04","45.04","46","52","46.94","16","25","39.02","2","4","33.33","30","27","52.63","1","1","50.00","61","64","48.80","1","2","33.33","7.69","88.71","0.964","18","21","11","116","62.07","30","28","25","54.55"
"248","Jake McCabe","TOR","D","73","1507.9333333333","1417","1609","46.83","1023","1163","46.80","701","776","47.46","81","74","52.26","75.3","80.75","48.26","699","775","47.42","314","326","49.06","34","41","45.33","385","449","46.16","28","17","62.22","774","983","44.05","13","16","44.83","11.55","90.46","1.020","145","316","309","1318","31.94","348","455","568","37.99"
"742","Brayden Pachal","CGY","D","33","485.48333333333","450","511","46.83","303","344","46.83","213","226","48.52","19","23","45.24","19.19","19.36","49.77","196","207","48.64","83","73","53.21","13","10","56.52","113","134","45.75","2","8","20.00","256","309","45.31","3","5","37.50","8.92","89.82","0.987","37","88","55","517","40.22","108","127","120","47.37"
"523","Josh Mahura","FLA","D","30","377.76666666667","330","375","46.81","233","250","48.24","176","175","50.14","13","18","41.94","11.73","14.74","44.32","128","167","43.39","44","62","41.51","5","10","33.33","84","105","44.44","6","2","75.00","221","191","53.64","2","6","25.00","7.39","89.71","0.971","50","79","49","375","50.51","106","114","78","57.61"
"864","Jack Thompson","S.J","D","2","35.366666666667","29","33","46.77","25","24","51.02","14","13","51.85","1","3","25.00","1.6","1.16","58.06","15","12","55.56","4","4","50.00","0","2","0.00","11","8","57.89","0","1","0.00","15","21","41.67","1","0","100.00","7.14","76.92","0.841","0","9","3","35","0.00","5","14","5","50.00"
"71","Adam Henrique","ANA","C","60","1054.6666666667","983","1119","46.76","717","829","46.38","507","562","47.43","61","56","52.14","51.12","65.63","43.79","445","532","45.55","187","231","44.74","31","27","53.45","258","301","46.15","16","13","55.17","626","739","45.86","13","14","48.15","12.03","90.04","1.021","192","198","261","682","42.38","363","274","472","43.47"
"172","Adam Lowry","WPG","C","81","1304.4333333333","1226","1396","46.76","911","991","47.90","629","685","47.87","52","55","48.60","65.65","72.11","47.66","585","618","48.63","260","265","49.52","32","26","55.17","325","353","47.94","13","18","41.94","682","1013","40.24","7","9","43.75","8.27","91.97","1.002","188","371","390","847","32.53","305","476","675","31.12"
"773","Nikita Alexandrov","STL","C","23","196.1","151","172","46.75","95","126","42.99","66","96","40.74","5","9","35.71","4.78","7.87","37.78","64","83","43.54","27","39","40.91","1","2","33.33","37","44","45.68","2","4","33.33","86","97","46.99","2","3","40.00","7.58","90.63","0.982","25","42","17","178","59.52","41","57","38","51.90"
"564","Michael Carcone","ARI","L","74","834.05","813","928","46.70","548","660","45.36","368","444","45.32","42","41","50.60","34.45","43.45","44.23","357","456","43.91","145","187","43.67","21","17","55.26","212","269","44.07","9","17","34.62","492","512","49.00","12","4","75.00","11.41","90.77","1.022","137","186","122","716","52.90","246","250","233","51.36"
"665","James Hamblin","EDM","L","31","245.66666666667","212","242","46.70","145","160","47.54","110","110","50.00","9","7","56.25","8.72","9","49.20","98","103","48.76","43","36","54.43","7","3","70.00","55","67","45.08","0","2","0.00","118","150","44.03","2","2","50.00","8.18","93.64","1.018","33","51","27","237","55.00","54","73","73","42.52"
"720","Pontus Holmberg","TOR","R","54","624.7","578","660","46.69","412","451","47.74","280","287","49.38","35","27","56.45","26.2","29.22","47.28","252","292","46.32","108","116","48.21","20","16","55.56","144","176","45.00","8","8","50.00","343","372","47.97","5","3","62.50","12.50","90.59","1.031","92","126","74","550","55.42","171","172","167","50.59"
"114","Justin Dowling","N.J","C","2","21.05","21","24","46.67","17","20","45.95","11","15","42.31","1","3","25.00","0.88","1.5","37.06","9","9","50.00","4","3","57.14","1","1","50.00","5","6","45.45","0","1","0.00","10","17","37.04","0","1","0.00","9.09","80.00","0.891","1","6","4","22","20.00","5","8","8","38.46"
"865","Jack Thompson","T.B","D","1","11.65","7","8","46.67","6","7","46.15","4","6","40.00","0","0","-","0.21","0.44","32.59","1","3","25.00","1","1","50.00","0","0","-","0","2","0.00","0","0","-","6","8","42.86","0","0","-","0.00","100.00","1.000","3","1","3","7","50.00","5","1","5","50.00"
"127","Evgeny Kuznetsov","WSH","C","43","807.76666666667","734","840","46.63","513","611","45.64","357","424","45.71","28","43","39.44","41.16","45.71","47.38","351","387","47.56","143","160","47.19","15","24","38.46","208","227","47.82","7","10","41.18","442","475","48.20","5","9","35.71","7.84","89.86","0.977","166","139","94","558","63.85","296","203","193","60.53"
"392","Dakota Joshua","VAN","C","63","906.26666666667","775","887","46.63","578","634","47.69","396","456","46.48","44","34","56.41","45.67","46.18","49.72","390","423","47.97","183","176","50.97","26","20","56.52","207","247","45.59","12","6","66.67","431","562","43.40","3","7","30.00","11.11","92.54","1.037","124","226","232","795","34.83","219","294","405","35.10"
"59","Alex Pietrangelo","VGK","D","64","1508.2","1561","1788","46.61","1132","1227","47.99","806","834","49.15","92","97","48.68","80.98","90.76","47.15","751","850","46.91","311","324","48.98","49","48","50.52","440","526","45.55","27","30","47.37","944","1064","47.01","11","14","44.00","11.41","88.37","0.998","260","284","285","852","47.71","552","411","558","49.73"
"518","Max Jones","ANA","L","52","626.81666666667","543","623","46.57","397","460","46.32","267","320","45.49","23","24","48.94","25.04","28.63","46.66","258","280","47.96","116","115","50.22","15","11","57.69","142","165","46.25","6","9","40.00","314","366","46.18","2","3","40.00","8.61","92.50","1.011","97","158","87","474","52.72","184","205","198","48.17"
"510","Dillon Dube","CGY","C","43","480.05","451","518","46.54","317","354","47.24","206","255","44.69","15","29","34.09","17.59","25.25","41.06","186","245","43.16","80","97","45.20","10","14","41.67","106","148","41.73","3","9","25.00","295","268","52.40","2","4","33.33","7.28","88.63","0.959","78","93","46","479","62.90","134","127","103","56.54"
"285","Anthony Duclair","S.J","L","56","905.76666666667","883","1015","46.52","601","732","45.09","419","510","45.10","49","45","52.13","43.6","48.78","47.20","421","499","45.76","170","201","45.82","23","18","56.10","251","298","45.72","16","16","50.00","547","589","48.15","10","10","50.00","11.69","91.18","1.029","159","215","136","628","53.90","351","283","314","52.78"
"156","Sam Carrick","EDM","C","16","170.88333333333","139","160","46.49","98","117","45.58","69","78","46.94","6","10","37.50","6.17","6.49","48.76","69","70","49.64","33","26","55.93","4","2","66.67","36","44","45.00","0","6","0.00","86","107","44.56","2","2","50.00","8.70","87.18","0.959","21","39","67","118","23.86","34","52","98","25.76"
"954","Fraser Minten","TOR","C","4","45.733333333333","33","38","46.48","20","26","43.48","11","22","33.33","1","2","33.33","1.66","1.72","49.09","12","17","41.38","8","7","53.33","1","1","50.00","4","10","28.57","0","1","0.00","20","23","46.51","0","0","-","9.09","90.91","1.000","6","9","3","40","66.67","10","12","17","37.04"
"896","Mason Lohrei","BOS","D","41","695.26666666667","613","706","46.47","439","510","46.26","299","344","46.50","32","31","50.79","28.95","32.64","47.00","306","347","46.86","126","136","48.09","15","17","46.88","180","211","46.04","7","9","43.75","349","367","48.74","10","4","71.43","10.70","90.99","1.017","112","138","78","598","58.95","218","197","160","57.67"
"29","Milan Lucic","BOS","L","4","47.883333333333","46","53","46.46","33","41","44.59","22","23","48.89","2","3","40.00","2.25","1.92","54.04","23","21","52.27","10","6","62.50","1","2","33.33","13","15","46.43","1","1","50.00","25","32","43.86","0","0","-","9.09","86.96","0.960","5","13","7","42","41.67","10","18","12","45.45"
"619","Dylan Samberg","WPG","D","78","1218.8","1078","1243","46.45","777","881","46.86","544","597","47.68","42","49","46.15","48.18","63.97","42.96","451","566","44.35","193","254","43.18","22","25","46.81","258","312","45.26","13","19","40.63","610","772","44.14","6","4","60.00","7.72","91.79","0.995","123","226","218","1050","36.07","261","331","398","39.61"
"734","Angus Crookshank","OTT","L","13","131.46666666667","117","135","46.43","80","93","46.24","51","64","44.35","5","8","38.46","4.6","5.31","46.38","42","56","42.86","13","17","43.33","2","5","28.57","29","39","42.65","1","3","25.00","77","92","45.56","2","0","100.00","9.80","87.50","0.973","24","19","18","120","57.14","35","26","44","44.30"
"952","Brad Lambert","WPG","C","1","13.85","13","15","46.43","11","7","61.11","10","4","71.43","1","0","100.00","0.93","0.28","77.07","5","5","50.00","3","2","60.00","1","0","100.00","2","3","40.00","0","0","-","8","8","50.00","0","0","-","10.00","100.00","1.100","2","3","0","10","100.00","5","3","3","62.50"
"298","Adam Erne","EDM","L","24","187.65","149","172","46.42","99","120","45.21","67","83","44.67","6","6","50.00","6.81","6.67","50.55","80","76","51.28","34","30","53.13","4","4","50.00","46","46","50.00","0","1","0.00","76","108","41.30","2","1","66.67","8.96","92.77","1.017","30","50","23","168","56.60","40","62","52","43.48"
"463","Yakov Trenin","COL","C","16","203.7","204","236","46.36","139","176","44.13","96","110","46.60","5","5","50.00","8.8","13.02","40.32","85","116","42.29","42","49","46.15","1","3","25.00","43","67","39.09","1","1","50.00","116","169","40.70","3","1","75.00","5.21","95.45","1.007","19","41","71","168","21.11","40","55","115","25.81"
"993","Waltteri Merela","T.B","C","19","186.5","139","161","46.33","90","112","44.55","62","84","42.47","4","2","66.67","5.22","8.65","37.66","62","68","47.69","27","31","46.55","2","1","66.67","35","37","48.61","2","0","100.00","73","100","42.20","0","1","0.00","6.45","97.62","1.041","26","46","37","160","41.27","34","62","61","35.79"
"601","Klim Kostin","DET","C","33","287.4","244","283","46.30","180","200","47.37","117","138","45.88","8","10","44.44","10.54","11.5","47.83","114","131","46.53","45","54","45.45","3","8","27.27","69","77","47.26","4","2","66.67","132","167","44.15","1","0","100.00","6.84","92.75","0.996","51","67","33","233","60.71","87","95","80","52.10"
"811","Maxence Guenette","OTT","D","7","96.516666666667","100","116","46.30","67","86","43.79","42","58","42.00","2","3","40.00","3.49","5.78","37.61","41","51","44.57","13","26","33.33","0","3","0.00","28","25","52.83","2","0","100.00","64","65","49.61","0","0","-","4.76","94.83","0.996","14","19","10","92","58.33","26","29","29","47.27"
"814","Santeri Hatakka","N.J","D","12","175.75","162","188","46.29","124","137","47.51","86","102","45.74","12","7","63.16","8.45","9.32","47.53","70","91","43.48","37","34","52.11","7","3","70.00","33","57","36.67","4","2","66.67","95","107","47.03","1","2","33.33","13.95","93.14","1.071","25","42","33","174","43.10","45","60","59","43.27"
"881","Marat Khusnutdinov","MIN","C","16","209.76666666667","173","201","46.26","128","139","47.94","89","93","48.90","5","9","35.71","7.44","9.27","44.51","70","82","46.05","32","35","47.76","3","5","37.50","38","47","44.71","0","1","0.00","112","136","45.16","2","3","40.00","5.62","90.32","0.959","23","30","47","147","32.86","53","57","67","44.17"
"474","Ryan Shea","PIT","D","31","383.85","350","407","46.24","256","311","45.15","179","218","45.09","14","17","45.16","16.91","22.47","42.94","171","202","45.84","75","94","44.38","5","10","33.33","96","108","47.06","5","5","50.00","168","217","43.64","4","2","66.67","7.82","92.20","1.000","23","48","46","385","33.33","61","88","109","35.88"
"453","Lawson Crouse","ARI","L","81","1362.1833333333","1286","1496","46.23","936","1109","45.77","649","750","46.39","64","77","45.39","65.86","79.92","45.18","616","716","46.25","247","289","46.08","31","29","51.67","369","427","46.36","22","27","44.90","724","918","44.09","9","19","32.14","9.86","89.73","0.996","217","325","286","1027","43.14","388","420","520","42.73"
"223","Cody Ceci","EDM","D","79","1581.7833333333","1474","1715","46.22","1061","1275","45.42","735","872","45.74","70","83","45.75","76.9","89.92","46.10","729","864","45.76","331","352","48.46","36","45","44.44","398","512","43.74","22","26","45.83","802","1022","43.97","9","12","42.86","9.52","90.48","1.000","182","324","305","1024","37.37","407","491","605","40.22"
"739","Simon Benoit","TOR","D","64","1103.4833333333","999","1163","46.21","715","795","47.35","481","519","48.10","48","54","47.06","46.46","53.93","46.28","459","536","46.13","185","224","45.23","23","25","47.92","274","312","46.76","15","19","44.12","534","680","43.99","7","10","41.18","9.98","89.60","0.996","65","223","186","1136","25.90","169","332","329","33.94"
"134","Nick Bjugstad","ARI","C","76","1325.8","1261","1469","46.19","928","1082","46.17","630","743","45.88","75","74","50.34","67.73","85.53","44.19","605","757","44.42","247","306","44.67","29","30","49.15","358","451","44.25","30","26","53.57","733","943","43.74","13","15","46.43","11.90","90.04","1.019","221","314","405","864","35.30","387","417","647","37.43"
"657","Grant Hutton","NYI","D","2","17.533333333333","18","21","46.15","15","14","51.72","10","9","52.63","1","0","100.00","1.24","1.45","46.23","10","7","58.82","6","5","54.55","1","0","100.00","4","2","66.67","0","0","-","10","13","43.48","0","0","-","10.00","100.00","1.100","2","3","3","19","40.00","5","4","7","41.67"
"530","Taylor Raddysh","CHI","R","73","1159.4166666667","1034","1207","46.14","748","888","45.72","527","625","45.75","26","55","32.10","51.39","63.28","44.81","463","576","44.56","196","227","46.34","18","26","40.91","267","349","43.34","5","20","20.00","643","685","48.42","2","8","20.00","4.93","91.20","0.961","165","161","129","924","56.12","355","255","307","53.63"
"651","Cole Guttman","CHI","C","27","340.73333333333","309","361","46.12","212","256","45.30","152","191","44.31","9","23","28.13","13.05","17.22","43.12","128","197","39.38","46","76","37.70","4","12","25.00","82","121","40.39","3","6","33.33","185","192","49.07","2","4","33.33","5.92","87.96","0.939","66","49","29","265","69.47","108","83","86","55.67"
"452","Mathieu Joseph","OTT","R","72","1185.9833333333","1032","1206","46.11","757","855","46.96","525","592","47.00","52","74","41.27","47.21","60.88","43.68","472","597","44.15","182","253","41.84","25","42","37.31","290","344","45.74","20","22","47.62","616","674","47.75","5","10","33.33","9.90","87.50","0.974","170","228","179","1096","48.71","325","316","359","47.51"
"754","Blake Lizotte","L.A","C","62","732.9","677","792","46.09","476","562","45.86","344","393","46.68","28","22","56.00","27.9","37.07","42.95","277","355","43.83","107","134","44.40","11","10","52.38","170","221","43.48","8","8","50.00","387","498","43.73","7","4","63.64","8.14","94.40","1.025","100","146","171","629","36.90","183","205","254","41.88"
"231","Radek Faksa","DAL","C","74","926.15","802","939","46.07","567","683","45.36","381","479","44.30","35","56","38.46","34.41","49.22","41.15","337","437","43.54","142","186","43.29","14","26","35.00","195","251","43.72","13","18","41.94","430","627","40.68","7","12","36.84","9.19","88.31","0.975","72","203","235","776","23.45","148","285","410","26.52"
"681","Joe Veleno","DET","C","80","1116.5166666667","981","1149","46.06","714","821","46.51","497","572","46.49","49","58","45.79","48.19","55.11","46.65","431","552","43.85","165","221","42.75","20","34","37.04","266","331","44.56","16","14","53.33","608","667","47.69","13","8","61.90","9.86","89.86","0.997","171","233","176","853","49.28","317","308","332","48.84"
"222","Zemgus Girgensons","BUF","L","63","746.53333333333","648","761","45.99","446","548","44.87","296","372","44.31","23","30","43.40","28.69","41.12","41.09","282","370","43.25","128","159","44.60","9","16","36.00","154","211","42.19","6","8","42.86","373","446","45.54","7","5","58.33","7.77","91.94","0.997","127","183","161","588","44.10","200","217","260","43.48"
"220","Olli Maatta","DET","D","72","1155.8833333333","946","1112","45.97","665","799","45.42","465","549","45.86","48","37","56.47","41.63","47.61","46.65","433","494","46.71","170","186","47.75","22","22","50.00","263","308","46.06","18","14","56.25","590","681","46.42","8","1","88.89","10.32","93.26","1.036","157","234","138","932","53.22","338","326","327","50.83"
"284","Mattias Janmark","EDM","C","71","844.56666666667","682","806","45.83","492","583","45.77","344","414","45.38","25","41","37.88","32.62","40.5","44.61","317","381","45.42","146","158","48.03","16","24","40.00","171","223","43.40","3","12","20.00","379","450","45.72","5","5","50.00","7.27","90.10","0.974","93","191","137","717","40.43","156","268","243","39.10"
"756","Nolan Foote","N.J","L","4","40.4","33","39","45.83","20","26","43.48","13","19","40.63","1","2","33.33","0.87","1.9","31.51","10","19","34.48","4","7","36.36","1","2","33.33","6","12","33.33","0","0","-","25","21","54.35","0","0","-","7.69","89.47","0.972","6","9","5","43","54.55","11","11","8","57.89"
"218","Scott Laughton","PHI","C","82","1283.75","1239","1467","45.79","926","1006","47.93","663","686","49.15","62","82","43.06","58.18","77.33","42.93","542","704","43.50","227","288","44.08","25","39","39.06","315","416","43.09","23","29","44.23","736","833","46.91","13","14","48.15","9.35","88.05","0.974","220","236","229","1037","49.00","388","367","450","46.30"
"429","Keegan Kolesar","VGK","R","79","858.2","750","888","45.79","499","610","45.00","351","411","46.06","29","37","43.94","31.08","35.55","46.64","372","390","48.82","146","143","50.52","17","17","50.00","226","247","47.78","10","14","41.67","360","535","40.22","2","6","25.00","8.26","91.00","0.993","74","273","143","725","34.10","124","347","256","32.63"
"822","Marc Del Gaizo","NSH","D","9","148.15","125","148","45.79","89","110","44.72","59","80","42.45","8","7","53.33","5.61","6.94","44.67","62","73","45.93","27","25","51.92","7","0","100.00","35","48","42.17","1","4","20.00","67","85","44.08","0","3","0.00","13.56","91.25","1.048","12","26","19","143","38.71","23","47","36","38.98"
"387","Danton Heinen","BOS","L","74","1070.4333333333","934","1106","45.78","688","824","45.50","496","557","47.10","55","41","57.29","45.58","56.99","44.44","454","507","47.24","184","221","45.43","26","20","56.52","270","286","48.56","19","15","55.88","493","647","43.25","8","6","57.14","11.09","92.64","1.037","142","220","174","949","44.94","252","295","313","44.60"
"406","Frank Vatrano","ANA","R","82","1502.0666666667","1430","1695","45.76","1049","1257","45.49","760","866","46.74","84","109","43.52","70.83","91.17","43.72","649","807","44.57","265","343","43.59","36","43","45.57","384","464","45.28","23","41","35.94","936","1049","47.15","24","23","51.06","11.05","87.41","0.985","301","234","300","990","50.08","583","352","552","51.37"
"541","Jacob Moverare","L.A","D","24","250.71666666667","225","267","45.73","170","181","48.43","111","125","47.03","11","13","45.83","12.06","12.29","49.54","110","115","48.89","44","50","46.81","5","8","38.46","66","65","50.38","2","4","33.33","131","165","44.26","3","1","75.00","9.91","89.60","0.995","15","61","44","191","25.42","65","92","91","41.67"
"925","Ryan Winterton","SEA","C","9","84.05","69","82","45.70","49","52","48.51","29","38","43.28","1","2","33.33","2.59","2.93","46.84","24","35","40.68","11","12","47.83","0","1","0.00","13","23","36.11","1","1","50.00","56","46","54.90","0","0","-","3.45","94.74","0.982","14","11","4","87","77.78","28","22","19","59.57"
"804","Vladislav Kolyachonok","ARI","D","5","62.366666666667","53","63","45.69","43","45","48.86","32","32","50.00","7","2","77.78","2.06","2.23","48.06","22","26","45.83","6","10","37.50","2","2","50.00","16","16","50.00","3","0","100.00","32","42","43.24","2","0","100.00","21.88","93.75","1.156","8","16","5","60","61.54","16","20","18","47.06"
"991","Jiri Smejkal","OTT","L","20","189.56666666667","169","201","45.68","126","127","49.80","72","88","45.00","3","8","27.27","7.36","7.53","49.42","68","84","44.74","20","36","35.71","0","4","0.00","48","48","50.00","2","1","66.67","100","111","47.39","1","3","25.00","4.17","90.91","0.951","26","27","19","191","57.78","46","42","44","51.11"
"630","Nick DeSimone","N.J","D","11","181.38333333333","184","219","45.66","129","157","45.10","99","103","49.01","10","4","71.43","9.66","10.94","46.88","95","100","48.72","36","36","50.00","7","1","87.50","59","64","47.97","3","1","75.00","114","134","45.97","0","1","0.00","10.10","96.12","1.062","20","41","29","158","40.82","64","64","54","54.24"
"810","Aliaksei Protas","WSH","C","78","1072.2","951","1132","45.66","685","799","46.16","481","554","46.47","48","52","48.00","46.88","52.16","47.33","455","512","47.05","195","207","48.51","27","30","47.37","260","305","46.02","9","17","34.62","496","686","41.96","12","3","80.00","9.98","90.61","1.006","131","252","201","868","39.46","223","323","348","39.05"
"462","John Marino","N.J","D","75","1570.7","1339","1595","45.64","953","1207","44.12","657","851","43.57","71","107","39.89","70.38","89.64","43.98","639","774","45.22","269","353","43.25","43","60","41.75","370","421","46.78","15","30","33.33","751","985","43.26","10","15","40.00","10.81","87.43","0.982","145","369","347","1106","29.47","351","528","665","34.55"
"439","Ethan Bear","WSH","D","24","357.73333333333","308","367","45.63","216","247","46.65","135","158","46.08","12","17","41.38","11.89","16.79","41.45","126","174","42.00","52","68","43.33","8","8","50.00","74","106","41.11","1","6","14.29","197","184","51.71","3","3","50.00","8.89","89.24","0.981","34","59","32","334","51.52","107","94","83","56.32"
"693","Ty Dellandrea","DAL","C","42","532.2","459","548","45.58","331","398","45.40","234","283","45.26","18","40","31.03","20.87","27.09","43.51","215","262","45.07","88","107","45.13","5","20","20.00","127","155","45.04","7","13","35.00","242","370","39.54","6","7","46.15","7.69","85.87","0.936","52","97","146","432","26.26","119","140","232","33.90"
"328","Nikita Zadorov","VAN","D","54","921.6","753","900","45.55","535","646","45.30","353","451","43.91","35","39","47.30","30.9","44.85","40.79","342","403","45.91","159","170","48.33","16","20","44.44","183","233","43.99","9","10","47.37","421","563","42.78","9","7","56.25","9.92","91.35","1.013","80","199","178","795","31.01","202","288","340","37.27"
"240","Jujhar Khaira","MIN","L","1","8.0833333333333","5","6","45.45","3","5","37.50","1","5","16.67","0","0","-","0.04","0.18","17.02","1","1","50.00","0","1","0.00","0","0","-","1","0","100.00","0","0","-","4","6","40.00","0","0","-","0.00","100.00","1.000","1","4","0","5","100.00","2","5","1","66.67"
"485","Samuel Laberge","N.J","L","2","6.1833333333333","5","6","45.45","5","3","62.50","2","3","40.00","0","0","-","0.34","0.22","59.97","1","1","50.00","1","1","50.00","0","0","-","0","0","-","0","0","-","4","6","40.00","0","0","-","0.00","100.00","1.000","0","5","3","4","0.00","0","5","3","0.00"
"490","Andrew Poturalski","SEA","C","2","13.75","10","12","45.45","5","10","33.33","5","9","35.71","0","1","0.00","0.24","0.67","26.35","4","8","33.33","0","2","0.00","0","1","0.00","4","6","40.00","0","0","-","7","3","70.00","0","0","-","0.00","88.89","0.889","3","1","0","14","100.00","3","2","2","60.00"
"876","Yan Kuznetsov","CGY","D","1","11.966666666667","10","12","45.45","7","10","41.18","5","7","41.67","0","1","0.00","0.35","0.55","38.59","5","6","45.45","1","1","50.00","0","0","-","4","5","44.44","0","0","-","5","7","41.67","0","1","0.00","0.00","85.71","0.857","1","3","0","12","100.00","2","4","4","33.33"
